avatarThumbnail,cid,createTime,createTimeISO,diggCount,input,likedByAuthor,pinnedByAuthor,repliesToId,replyCommentTotal,submittedVideoUrl,uid,uniqueId,videoWebUrl,text,"Label (1 = positif, 2 = netral, 3 = negatif)"
https://p16-common-sign-va.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4295733c&x-expires=1748628000&x-signature=I4GW1ojJIB5OzjbvzOUqARFfYqA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7506045649357636370,1747637461,2025-05-19T06:51:01.000Z,13939,https://www.tiktok.com/@sctv_/video/7506043543207595319,FALSE,FALSE,,164,https://www.tiktok.com/@sctv_/video/7506043543207595319,7422903415586866181,user71542340382576,https://www.tiktok.com/@sctv_/video/7506043543207595319,mana nihhh trailer asmara gen z,2
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/a1d1b66c8106192cc8418a6c950cdcec~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b848a405&x-expires=1748628000&x-signature=zGxTXGszRWLRWeRwc4OITYB2an8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7506093416464515848,1747648570,2025-05-19T09:56:10.000Z,16846,https://www.tiktok.com/@sctv_/video/7506043543207595319,FALSE,FALSE,,77,https://www.tiktok.com/@sctv_/video/7506043543207595319,7257396501105705986,dioooimida,https://www.tiktok.com/@sctv_/video/7506043543207595319,seneng banget bikin susah rakyat,3
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/bc7ba38753594a0003a3662729ff47c0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=513c8271&x-expires=1748628000&x-signature=PioYkHatxyeCXYG5APxO9FnVZso%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7506083898922582792,1747646363,2025-05-19T09:19:23.000Z,821,https://www.tiktok.com/@sctv_/video/7506043543207595319,FALSE,FALSE,,6,https://www.tiktok.com/@sctv_/video/7506043543207595319,7273355345954784261,naonanaa_,https://www.tiktok.com/@sctv_/video/7506043543207595319,aelahh gratis ongkir doang di urusinn😭,3
https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/571da5752ee9ede51500e1d437d3c268~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0e5ec317&x-expires=1748628000&x-signature=gmCkXk0pDSNTbGxYfpNymBp0WHk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7506103280557277959,1747650870,2025-05-19T10:34:30.000Z,11862,https://www.tiktok.com/@sctv_/video/7506043543207595319,FALSE,FALSE,,190,https://www.tiktok.com/@sctv_/video/7506043543207595319,6947989880795808770,itadwi123,https://www.tiktok.com/@sctv_/video/7506043543207595319,"gratis ongkir dibatasi.. nti kurir nganggur,, bukan nambah lapangan pekerjaan, malah bikin orang2 nganggur🤣",3
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/1365ca02aa2275ab249558b4932a85ce~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8dee08f8&x-expires=1748628000&x-signature=IWV9u%2FJbeAtH8R1mgN%2Bd2R3y2iU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7506162930087592722,1747664763,2025-05-19T14:26:03.000Z,2611,https://www.tiktok.com/@sctv_/video/7506043543207595319,FALSE,FALSE,,13,https://www.tiktok.com/@sctv_/video/7506043543207595319,6554608425766322177,wini_12,https://www.tiktok.com/@sctv_/video/7506043543207595319,"pdhl msh pke uang sndri , bkn uang rakyat pak!",3
https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/90980ee424ac0fd8b23755dca6c09f45~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=96dd8e31&x-expires=1748628000&x-signature=dJQRmfhP2YEa%2B4PKSbUm7bfx1H4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7506054389728543495,1747639486,2025-05-19T07:24:46.000Z,1800,https://www.tiktok.com/@sctv_/video/7506043543207595319,FALSE,FALSE,,12,https://www.tiktok.com/@sctv_/video/7506043543207595319,7180144082994791451,mithaayu16,https://www.tiktok.com/@sctv_/video/7506043543207595319,kenapa sihh pemerintah mikirin gratis ongkir .. bukannya mikirin kemajuan negara dan mencegah kemiskinan membuka lapangan kerja ealaaahhhh,3
https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/2dab37f17b3a9389c7169c283331459a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=59a34df3&x-expires=1748628000&x-signature=Jr4iR603zC0PT03yoJh15PjGUeg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7506160518102844178,1747664202,2025-05-19T14:16:42.000Z,1485,https://www.tiktok.com/@sctv_/video/7506043543207595319,FALSE,FALSE,,20,https://www.tiktok.com/@sctv_/video/7506043543207595319,7277036012223120389,bouqutcs._14426,https://www.tiktok.com/@sctv_/video/7506043543207595319,uda di era muak bngt tinggal di negara konoha,3
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/829e1e2081e554b5dabbcda06cd3e9bf~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fbfcccda&x-expires=1748628000&x-signature=GKzq6vIKjEx82PUwV4bROmrXw%2BM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7506061544490058504,1747660976,2025-05-19T13:22:56.000Z,920,https://www.tiktok.com/@sctv_/video/7506043543207595319,FALSE,FALSE,,28,https://www.tiktok.com/@sctv_/video/7506043543207595319,6989302431080793089,yos4g4ruda459,https://www.tiktok.com/@sctv_/video/7506043543207595319,"Judol dan iklan ny merajalela dibiarkan gratis ongkir dibatasi,",3
https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/53bffa89297ca2cf87cc9c99323ab69b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=33695f59&x-expires=1748628000&x-signature=vYGS82lq%2FAdRQ2cugkzf3tje24s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7506119552763626247,1747654663,2025-05-19T11:37:43.000Z,191,https://www.tiktok.com/@sctv_/video/7506043543207595319,FALSE,FALSE,,2,https://www.tiktok.com/@sctv_/video/7506043543207595319,7228726302928094235,roosiidaaa,https://www.tiktok.com/@sctv_/video/7506043543207595319,woii gaterima banget gue🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬,3
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/6a792cbe7891a50a7f81a9d398a7a451~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b9956c38&x-expires=1748628000&x-signature=JcwgsWX5hlI00FgSYLv1BCqO5qU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7506177120235733767,1747668065,2025-05-19T15:21:05.000Z,4560,https://www.tiktok.com/@sctv_/video/7506043543207595319,FALSE,FALSE,,145,https://www.tiktok.com/@sctv_/video/7506043543207595319,6929446544517661697,clarzha,https://www.tiktok.com/@sctv_/video/7506043543207595319,Lama2 pemerintah membatasi kita mengunyah makanan🗿,3
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/f05354e3a9ff4b7bacf21a88d514c559~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ad4ca09c&x-expires=1748628000&x-signature=3rh5Es%2BWwHHEUL8MeGjL91nFmKo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7506067615980503816,1747642572,2025-05-19T08:16:12.000Z,1429,https://www.tiktok.com/@sctv_/video/7506043543207595319,FALSE,FALSE,,10,https://www.tiktok.com/@sctv_/video/7506043543207595319,6629222215848230913,iniinndri,https://www.tiktok.com/@sctv_/video/7506043543207595319,iya ih trailer asmara gen z nya manaaaa,2
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/357b9f4dacb0b8e4a8eb3dc360009264~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=40ad8ef0&x-expires=1748628000&x-signature=vuJiK5ZQMZVX6Fyhb3l4vd00TRk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7506049376423822088,1747638323,2025-05-19T07:05:23.000Z,3700,https://www.tiktok.com/@sctv_/video/7506043543207595319,FALSE,FALSE,,32,https://www.tiktok.com/@sctv_/video/7506043543207595319,7318948558342063109,yulia.rahma525,https://www.tiktok.com/@sctv_/video/7506043543207595319,malah bagus nanti nya gak jadi belanja 🤣,3
https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/bd43fc1703b07d070339fd9d2bc40da8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c92c6a83&x-expires=1748628000&x-signature=%2Fkk3PzW7k4Ozoi1OsR7Dmzw6ZoE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7506056956621947656,1747640088,2025-05-19T07:34:48.000Z,3063,https://www.tiktok.com/@sctv_/video/7506043543207595319,FALSE,FALSE,,12,https://www.tiktok.com/@sctv_/video/7506043543207595319,7362902875427374085,wongggabutz,https://www.tiktok.com/@sctv_/video/7506043543207595319,Manaaa Ni Trailer Asmara Gen Z Ny Woii,2
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/15f1c0df3015be758828e3cdcd345565~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9644a9a8&x-expires=1748628000&x-signature=IG%2Bky4et2S8%2FrS%2BRW9tw9OzR3Zw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7506124609671201554,1747655835,2025-05-19T11:57:15.000Z,293,https://www.tiktok.com/@sctv_/video/7506043543207595319,FALSE,FALSE,,4,https://www.tiktok.com/@sctv_/video/7506043543207595319,6549498963149438978,_bkr001,https://www.tiktok.com/@sctv_/video/7506043543207595319,Semua peraturan pemerintah hanya membebani rakyat bukan mengsejahterakan rakyat🗿,3
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/84ed8bd13e05fb395ca15264852b3a91~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e4798134&x-expires=1748628000&x-signature=%2FOkcsDFBi5BbAZ3gfXpVHEd4lkg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7506052327377699591,1747639016,2025-05-19T07:16:56.000Z,13943,https://www.tiktok.com/@sctv_/video/7506043543207595319,FALSE,FALSE,,206,https://www.tiktok.com/@sctv_/video/7506043543207595319,6634748501199405057,dindakest,https://www.tiktok.com/@sctv_/video/7506043543207595319,Gratis ongkir kok di atur pemerintah si,3
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/828e2fdddf323fabeb8ab7cc6bffde27~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6ed3572f&x-expires=1748628000&x-signature=mPwbGmyx4OJLJbaFrBY%2Fopfbft4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7506114049323647761,1747653380,2025-05-19T11:16:20.000Z,21,https://www.tiktok.com/@sctv_/video/7506043543207595319,FALSE,FALSE,,0,https://www.tiktok.com/@sctv_/video/7506043543207595319,6959568104817509377,hmr_ilhmpplv,https://www.tiktok.com/@sctv_/video/7506043543207595319,ikut campur banget😭😭,3
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/31203e47abfb8868c3afe36ae8a35708~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1c945ede&x-expires=1748628000&x-signature=OIsT3yVWYySjXDYQFCYh6HMLwKM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7506044093753164552,1747637097,2025-05-19T06:44:57.000Z,264,https://www.tiktok.com/@sctv_/video/7506043543207595319,FALSE,FALSE,,3,https://www.tiktok.com/@sctv_/video/7506043543207595319,7194473989820220418,aisyahhumairoh545,https://www.tiktok.com/@sctv_/video/7506043543207595319,dr tdi bolak balik,2
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/a1860b8f2f5d204aa862ee0ff9d184b6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=34165636&x-expires=1748628000&x-signature=lbVL20CrPXj09IbCxjU3N168W0U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7506062558316430101,1747641398,2025-05-19T07:56:38.000Z,366,https://www.tiktok.com/@sctv_/video/7506043543207595319,FALSE,FALSE,,18,https://www.tiktok.com/@sctv_/video/7506043543207595319,6873722142907794434,azkaghanifh,https://www.tiktok.com/@sctv_/video/7506043543207595319,"kobisa alasannya biar gak membebani kurir😂 pdhal kurir dibayarnya perpaket tambah banyak paket tambh banyk gajinya, jelas malah merugikan pedagang sma kurir kebijakannya.",3
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/58fdf3fbcc4a1a32bd76b2ae8380486b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=df7f8d24&x-expires=1748628000&x-signature=FsijekNl%2BwWlac0L2J8Ywr8KyAc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7506067758074479367,1747642604,2025-05-19T08:16:44.000Z,26,https://www.tiktok.com/@sctv_/video/7506043543207595319,FALSE,FALSE,,2,https://www.tiktok.com/@sctv_/video/7506043543207595319,7086038650795049985,theonly_thym,https://www.tiktok.com/@sctv_/video/7506043543207595319,trailer agz minn!!!😠😠😠😠,2
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/70f7bd68f0f1ec20f6d39cb2a37bd864~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=77e6faac&x-expires=1748628000&x-signature=L9NpDZsdsjzaoYaIR9SJq7RGiLU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7506103889431692039,1747651008,2025-05-19T10:36:48.000Z,7812,https://www.tiktok.com/@sctv_/video/7506043543207595319,FALSE,FALSE,,39,https://www.tiktok.com/@sctv_/video/7506043543207595319,7025646519445406746,n7r1pl3.__.n,https://www.tiktok.com/@sctv_/video/7506043543207595319,tanpa kita co kurir ga kerja 😞,3
https://p19-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/185c5cdbb2758f165c06d158d98851b4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5c70a6ec&x-expires=1748628000&x-signature=ts2PtYAfxuPBiIuV%2FQb5MNW1fsk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7506150279522665224,1747661814,2025-05-19T13:36:54.000Z,44,https://www.tiktok.com/@sctv_/video/7506043543207595319,FALSE,FALSE,,0,https://www.tiktok.com/@sctv_/video/7506043543207595319,92178136243,elzfayanti,https://www.tiktok.com/@sctv_/video/7506043543207595319,"pemerintah bikin rakyat senang❌
pemerintah senang rakyat susah☑️",3
https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/d6e325b5d9714d02ab938cae41fabe2c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=051044b8&x-expires=1748628000&x-signature=WgJs11DxsqvukABOQvZCqoOENf4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7506069395296748309,1747642989,2025-05-19T08:23:09.000Z,0,https://www.tiktok.com/@sctv_/video/7506043543207595319,FALSE,,7506067758074479367,,https://www.tiktok.com/@sctv_/video/7506043543207595319,7039237995790124058,abcdefghi_169,https://www.tiktok.com/@sctv_/video/7506043543207595319,udh ada di ig sinemart,2
https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/4eadef698520c9aaa78b9531ea093897~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=039baf64&x-expires=1748628000&x-signature=q6iIJzbkp4pf5AuOBfQ4iJHjcD4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,7506074289248256789,1747644125,2025-05-19T08:42:05.000Z,1,https://www.tiktok.com/@sctv_/video/7506043543207595319,FALSE,,7506067758074479367,,https://www.tiktok.com/@sctv_/video/7506043543207595319,7154638188031149058,intan_zakiyah07,https://www.tiktok.com/@sctv_/video/7506043543207595319,gaada bjir,3
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/53faba9cb8d7c66fe6ba1bee349e53b0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9e08c94e&x-expires=1748628000&x-signature=eZa9iGgvhmePZ16lE7MzMtDNm14%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7506193802944611080,1747671944,2025-05-19T16:25:44.000Z,175,https://www.tiktok.com/@sctv_/video/7506043543207595319,FALSE,FALSE,,3,https://www.tiktok.com/@sctv_/video/7506043543207595319,7332891511325672454,bian_aj15,https://www.tiktok.com/@sctv_/video/7506043543207595319,PARKIR GRATISSS !!!!!!,3
https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/1c33db6d872a5dd23d5cddb22ced70f5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c9d0a4df&x-expires=1748628000&x-signature=1NVktLYdB3l%2BeOfPK97pbg8AH9A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7506147976864400145,1747661276,2025-05-19T13:27:56.000Z,51,https://www.tiktok.com/@sctv_/video/7506043543207595319,FALSE,FALSE,,0,https://www.tiktok.com/@sctv_/video/7506043543207595319,6827013495558800386,suci.hdy,https://www.tiktok.com/@sctv_/video/7506043543207595319,kalo gratis ongkir dibatasi otomatis yang belanja online juga berkurang banyak. nanti imbasnya ke kurir juga pendapatannya berkurang,3
https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/116760ab56bcbe7c344b0ac4f818858a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fbf17800&x-expires=1748628000&x-signature=g4uShcZt6MRiVHp0Y4IbPLmdyBo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,7506065171769770770,1747642001,2025-05-19T08:06:41.000Z,58,https://www.tiktok.com/@sctv_/video/7506043543207595319,FALSE,FALSE,,0,https://www.tiktok.com/@sctv_/video/7506043543207595319,7002474489339937819,misii_yyyy,https://www.tiktok.com/@sctv_/video/7506043543207595319,bahkan di liputan berita yg diminta ttp trailer agz,2
